epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
56,0.476906955242157,2.5599997122149887e-10,2.0378148555755615,0.5132533311843872,1.9395220279693604
57,0.515625,2.5599997122149887e-10,2.003011465072632,0.30000001192092896,2.2008216381073
58,0.47121661901474,2.5599997122149887e-10,2.0408248901367188,0.5131138563156128,1.9395779371261597
59,0.40625,2.5599997122149887e-10,2.180995225906372,0.30000001192092896,2.1402101516723633
60,0.4748472571372986,5.1199995632078554e-11,2.039262533187866,0.5126953125,1.9400938749313354
61,0.46875,5.1199995632078554e-11,2.014258861541748,0.699999988079071,1.7353252172470093
62,0.47617384791374207,5.1199995632078554e-11,2.042314291000366,0.5132533311843872,1.9399460554122925
63,0.5625,5.1199995632078554e-11,1.9207708835601807,0.5,1.920175313949585
64,0.4762785732746124,5.1199995632078554e-11,2.038846969604492,0.5131138563156128,1.9397552013397217
65,0.46875,5.1199995632078554e-11,2.018653631210327,0.5,1.9075162410736084
66,0.4744981527328491,1.0239998952943363e-11,2.0421206951141357,0.5128348469734192,1.939787745475769
67,0.421875,1.0239998952943363e-11,2.029634952545166,0.6000000238418579,2.0590922832489014
68,0.46695759892463684,1.0239998952943363e-11,2.0514605045318604,0.5131138563156128,1.9392374753952026
69,0.546875,1.0239998952943363e-11,1.8172061443328857,0.5,2.3455710411071777
70,0.47079768776893616,1.0239998952943363e-11,2.0437192916870117,0.5126953125,1.9399325847625732
71,0.484375,1.0239998952943363e-11,1.909759283065796,0.6000000238418579,1.8157241344451904
72,0.4719497263431549,2.0479997905886727e-12,2.0391483306884766,0.5126953125,1.9398962259292603
73,0.46875,2.0479997905886727e-12,1.9502320289611816,0.4000000059604645,1.8158477544784546
74,0.4729621112346649,2.0479997905886727e-12,2.043692111968994,0.5138114094734192,1.9393247365951538
75,0.59375,2.0479997905886727e-12,1.7999789714813232,0.20000000298023224,2.3045365810394287
76,0.4717402756214142,2.0479997905886727e-12,2.0417640209198,0.5128348469734192,1.9392459392547607
77,0.46875,2.0479997905886727e-12,1.9701573848724365,0.4000000059604645,2.2948858737945557
78,0.46926164627075195,4.0959995269672367e-13,2.0409932136535645,0.5132533311843872,1.9393482208251953
79,0.453125,4.0959995269672367e-13,2.1420328617095947,0.30000001192092896,2.4469480514526367
80,0.47519636154174805,4.0959995269672367e-13,2.0397112369537354,0.5125557780265808,1.9404337406158447
81,0.375,4.0959995269672367e-13,2.2574596405029297,0.6000000238418579,1.6762746572494507
82,0.472194105386734,4.0959995269672367e-13,2.0394654273986816,0.5125557780265808,1.940491795539856
83,0.40625,4.0959995269672367e-13,2.2256951332092285,0.699999988079071,1.4714676141738892
84,0.47334614396095276,8.191999189459745e-14,2.039721965789795,0.5129743218421936,1.9398740530014038
85,0.5,8.191999189459745e-14,2.079824447631836,0.6000000238418579,1.9381831884384155
86,0.4696805775165558,8.191999189459745e-14,2.041602849960327,0.5128348469734192,1.9403356313705444
87,0.4375,8.191999189459745e-14,2.153446674346924,0.5,1.6347951889038086
88,0.4694710969924927,8.191999189459745e-14,2.046210765838623,0.5129743218421936,1.9396791458129883
89,0.53125,8.191999189459745e-14,1.9212952852249146,0.6000000238418579,1.9554615020751953
90,0.4742538034915924,1.6383999056545848e-14,2.0409162044525146,0.5131138563156128,1.9396461248397827
91,0.390625,1.6383999056545848e-14,2.259420871734619,0.4000000059604645,2.009697914123535
92,0.47156572341918945,1.6383999056545848e-14,2.0451347827911377,0.5125557780265808,1.9398146867752075
93,0.578125,1.6383999056545848e-14,1.8261749744415283,0.5,1.8709598779678345
94,0.47128644585609436,1.6383999056545848e-14,2.045546054840088,0.5129743218421936,1.940284013748169
95,0.453125,1.6383999056545848e-14,2.1645121574401855,0.800000011920929,1.4966925382614136
96,0.47051841020584106,3.2767998960124643e-15,2.04451060295105,0.5128348469734192,1.9397093057632446
97,0.484375,3.2767998960124643e-15,2.051964044570923,0.5,1.9245818853378296
98,0.47187989950180054,3.2767998960124643e-15,2.0411996841430664,0.5128348469734192,1.9397891759872437
99,0.546875,3.2767998960124643e-15,1.9483413696289062,0.4000000059604645,2.1016643047332764
100,0.46929657459259033,3.2767998960124643e-15,2.0416407585144043,0.5129743218421936,1.9401568174362183
101,0.515625,3.2767998960124643e-15,2.111109972000122,0.6000000238418579,1.7239261865615845
102,0.4747140109539032,6.553599792024929e-16,2.0380237102508545,0.5131138563156128,1.9401546716690063
103,0.4324324429035187,6.553599792024929e-16,1.9293575286865234,0.5,1.8212484121322632
104,0.4738348722457886,6.553599792024929e-16,2.0412116050720215,0.5135323405265808,1.9396240711212158
105,0.453125,6.553599792024929e-16,2.0363969802856445,0.20000000298023224,2.149183988571167
106,0.4750567376613617,6.553599792024929e-16,2.043306827545166,0.5135323405265808,1.939211130142212
107,0.421875,6.553599792024929e-16,1.9988665580749512,0.20000000298023224,2.4572765827178955
108,0.47034385800361633,1.3107199584049857e-16,2.043052911758423,0.5131138563156128,1.9397927522659302
109,0.484375,1.3107199584049857e-16,2.112630605697632,0.5,1.9564130306243896
110,0.47240355610847473,1.3107199584049857e-16,2.0397090911865234,0.513671875,1.940122365951538
111,0.46875,1.3107199584049857e-16,2.1478354930877686,0.4000000059604645,1.8960899114608765
112,0.473171591758728,1.3107199584049857e-16,2.03900408744812,0.5135323405265808,1.9393444061279297
113,0.640625,1.3107199584049857e-16,1.7877264022827148,0.20000000298023224,2.1652767658233643
114,0.4714260697364807,2.6214399168099714e-17,2.044471025466919,0.5135323405265808,1.9396947622299194
115,0.4375,2.6214399168099714e-17,1.9491660594940186,0.30000001192092896,2.138512372970581
116,0.4725082814693451,2.6214399168099714e-17,2.0459065437316895,0.5131138563156128,1.939288854598999
117,0.421875,2.6214399168099714e-17,1.9790537357330322,0.5,2.2436492443084717
118,0.4706929624080658,2.6214399168099714e-17,2.0467779636383057,0.5131138563156128,1.9395259618759155
119,0.59375,2.6214399168099714e-17,1.9599413871765137,0.6000000238418579,2.1590545177459717
120,0.4740792512893677,5.242879999056065e-18,2.039486885070801,0.5131138563156128,1.9397248029708862
121,0.40625,5.242879999056065e-18,2.206763982772827,0.5,2.144122838973999
122,0.4747774600982666,5.242879999056065e-18,2.0426299571990967,0.5132533311843872,1.9389902353286743
123,0.375,5.242879999056065e-18,2.200101613998413,0.4000000059604645,2.4951868057250977
124,0.4722639322280884,5.242879999056065e-18,2.0450007915496826,0.5128348469734192,1.9401578903198242
125,0.453125,5.242879999056065e-18,2.1294937133789062,0.6000000238418579,1.6851028203964233
126,0.47002968192100525,1.0485760204907284e-18,2.0474843978881836,0.5131138563156128,1.94039785861969
127,0.453125,1.0485760204907284e-18,2.0045042037963867,0.699999988079071,1.5620085000991821
128,0.47030895948410034,1.0485760204907284e-18,2.0374324321746826,0.5126953125,1.9405066967010498
129,0.46875,1.0485760204907284e-18,2.103482723236084,0.800000011920929,1.4781917333602905
130,0.47205445170402527,1.0485760204907284e-18,2.046319007873535,0.5132533311843872,1.9398086071014404
131,0.40625,1.0485760204907284e-18,2.1308765411376953,0.5,2.011275053024292
132,0.47027403116226196,2.0971520409814568e-19,2.0414459705352783,0.5132533311843872,1.9398746490478516
133,0.34375,2.0971520409814568e-19,2.1352274417877197,0.5,1.9305827617645264
134,0.47338104248046875,2.0971520409814568e-19,2.0426185131073,0.5126953125,1.9401254653930664
135,0.546875,2.0971520409814568e-19,1.9269719123840332,0.699999988079071,1.8784393072128296
136,0.4753010869026184,2.0971520409814568e-19,2.0409157276153564,0.5129743218421936,1.939440131187439
137,0.421875,2.0971520409814568e-19,2.139277219772339,0.5,2.1466856002807617
138,0.47516146302223206,4.194303952715943e-20,2.0398311614990234,0.5129743218421936,1.9397222995758057
139,0.453125,4.194303952715943e-20,2.1398937702178955,0.5,2.1111397743225098
140,0.4729970395565033,4.194303952715943e-20,2.042334794998169,0.5129743218421936,1.9393770694732666
141,0.59375,4.194303952715943e-20,1.96555757522583,0.6000000238418579,2.2510299682617188
142,0.47030895948410034,4.194303952715943e-20,2.043694257736206,0.5135323405265808,1.9397450685501099
143,0.484375,4.194303952715943e-20,2.045705556869507,0.30000001192092896,2.094982624053955
144,0.4706231355667114,8.388608228549312e-21,2.0414037704467773,0.5132533311843872,1.9394986629486084
145,0.5,8.388608228549312e-21,2.115604877471924,0.5,2.1205039024353027
146,0.4698551297187805,8.388608228549312e-21,2.0411810874938965,0.5131138563156128,1.93947434425354
147,0.5,8.388608228549312e-21,2.1454672813415527,0.4000000059604645,2.1147305965423584
148,0.4701344072818756,8.388608228549312e-21,2.0449635982513428,0.5131138563156128,1.9393595457077026
149,0.484375,8.388608228549312e-21,1.9988515377044678,0.4000000059604645,2.1902101039886475
